CardNo,MaxDay,TotalCount,Money
181503,3,87,413.6
181504,3,115,553.6
181505,3,116,578.7
181506,11,61,394.6
181507,3,65,314.1
181508,3,68,315.9
181509,13,41,236.5
181510,3,42,226
181511,3,97,391.8
181512,9,70,398
181513,3,75,319.7
181514,2,127,723.2
181515,4,97,326
181516,3,119,579
181517,2,103,663.3
181519,1,144,398.5
181520,4,93,478.3
181521,1,120,521.4
181523,2,52,536
181524,3,63,307.7
181525,4,71,404.8
181526,10,74,364.5
181527,3,53,382.7
181528,3,67,264.1
181529,2,114,442.9
181530,3,66,298.7
181531,2,106,575.5
181532,2,108,672.5
181533,3,23,150
181534,3,98,364.1
181535,8,71,311.4
181536,5,80,504
181537,6,43,237.8
181538,3,106,560.3
181539,3,86,256.3
181540,4,44,100.8
181541,3,92,579.5
181542,3,96,346.9
181543,5,70,330.4
181545,3,98,396.6
181546,3,60,635.2
181547,2,90,412.7
181548,1,126,372.7
181549,3,99,340.2
181550,1,106,512.6
181551,2,70,468.4
181552,3,123,422.4
181554,2,153,327.4
181555,7,75,248.6
181556,4,166,412.3
181557,2,90,424.2
181558,1,102,586.3
181559,3,113,287.4
181560,1,149,481.9
181561,1,126,477.4
181562,1,111,502.1
181563,9,122,331.3
181564,4,141,380.3
181565,5,78,303.6
181566,4,143,423.7
181567,2,99,373.9
181568,3,139,459.9
181569,3,52,290.6
181571,2,163,634.9
181573,3,73,324.2
181574,2,94,431.2
181575,1,112,372.5
181576,2,55,312.1
181577,1,120,386
181579,1,181,411.2
181580,3,164,429.6
181581,3,108,364.4
181582,1,186,568.8
181583,3,108,300.7
181585,4,29,71.5
181586,14,18,63.4
181587,1,120,378.5
181588,7,25,141.4
181589,4,48,199.1
181590,4,46,201.9
181591,2,119,221.3
181592,21,13,55.4
181593,5,46,119.2
181594,3,35,170.7
181595,3,55,522.2
181597,3,150,841.1
181598,3,70,280.8
181599,3,34,203.5
181601,5,82,287.7
181603,2,126,665.9
181604,3,171,606.8
181606,4,44,227.7
181607,4,18,87.8
181609,7,3,352
181610,3,40,131.5
181611,5,80,260.4
181612,3,79,437.5
181615,2,100,567.8
181616,2,2,11.5
181617,4,56,237.5
181618,3,68,442
181619,3,69,394.9
181620,2,26,81.9
181621,4,65,307.8
181623,3,88,409.8
181624,3,85,313.6
181626,7,52,279.3
181627,3,106,238.8
181628,1,112,507
181629,2,201,626.8
181630,4,55,234
181631,4,88,334.6
181632,18,19,37.4
181633,5,54,226
181634,8,38,271.2
181635,7,41,86.5
181637,3,84,392.6
181638,3,39,93.7
181639,2,119,571.3
181640,3,81,487.2
181641,4,59,311.7
181643,23,27,87.9
181644,1,147,547.9
181646,3,143,642.8
181648,3,80,457.9
181649,4,43,217.9
181650,5,68,234.7
181652,2,87,808.4
181653,2,120,394.5
181655,3,79,294.5
181656,2,112,542.3
181657,3,64,342.8
181658,3,89,422.8
181659,2,93,426.6
181661,3,119,425.2
181664,2,139,448.42
181665,3,52,274.9
181667,1,110,505
181668,2,97,398.4
181670,2,109,439.8
181672,3,61,275
181673,0,1,2.5
181674,5,80,265.1
181675,2,64,261
181676,3,108,517.5
181678,4,32,137.4
181679,1,88,238.8
181680,2,93,382.3
181681,3,148,346.4
181682,3,37,94.2
181683,3,68,393.3
181685,3,78,248.5
181688,4,85,196.5
181690,11,88,330.9
181691,8,18,74.3
181692,2,95,321.7
181693,3,83,438.6
181694,2,73,129.8
181695,3,120,258.7
181696,2,41,198.7
181697,3,95,227.3
181698,11,20,104.6
181699,3,82,465.5
181701,21,6,21.7
181702,3,50,143.4
181703,16,43,184.5
181704,4,33,167.91
181705,3,88,212.86
181708,4,56,585
181710,19,19,84.7
181711,0,1,10.5
181712,3,92,536.4
181713,3,49,148.8
181714,3,81,284.6
181715,2,115,387.5
181716,2,108,237.8
181718,3,76,132.6
181719,3,61,862.3
181720,3,57,250.7
181721,5,34,205.5
181722,4,83,290.1
181723,4,100,338.2
181724,1,159,434.4
181725,4,111,401.5
181727,4,85,422.7
181728,3,78,277.5
181729,3,114,428.4
181730,3,96,383.2
181731,5,66,177.2
181732,3,106,313.8
181734,3,102,313.7
181735,5,86,229.3
181736,20,39,194.1
181737,3,65,299.4
181738,3,70,282.69
181739,4,139,402.4
181740,1,153,463.9
181742,3,175,344.4
181743,9,58,224.8
181744,3,86,240.9
181746,2,127,375.5
181747,1,131,377.3
181748,3,101,315.4
181750,4,62,295.7
181751,3,80,275.9
181752,1,65,295.5
181753,4,96,530.2
181754,2,133,259.7
181755,3,105,289.5
181756,2,18,99.4
181760,1,83,405.4
181761,0,10,55.1
181762,4,109,329.7
181763,11,46,178.7
181764,5,39,126.9
181765,5,124,311.1
181766,5,51,304.5
181768,3,77,393.5
181770,4,28,111
181771,4,46,176.2
181772,5,41,195.3
181773,3,72,297.8
181774,7,27,120.6
181776,1,112,358.6
181777,2,103,444.2
181778,2,130,490.5
181779,1,9,35.5
181781,3,99,289.91
181782,3,74,388.2
181783,11,44,199.8
181785,3,84,314.6
181787,2,57,222.7
181789,3,100,482.4
181790,2,84,346.6
181792,3,96,347
181794,3,49,166.6
181795,13,45,211.3
181796,3,102,278.8
181797,4,54,300.2
181798,1,115,439.2
181800,4,85,349.7
181801,5,24,107.7
181802,11,46,246.7
181803,4,92,571.5
181804,1,18,47.2
181805,4,55,232.9
181807,3,81,407.7
181808,7,61,245.2
181809,9,9,36.2
181812,2,65,178
181816,5,47,258.4
181817,8,53,304.1
181818,2,49,213.4
181821,6,56,258.7
181822,4,51,347
181823,7,31,263.3
181826,2,75,405.1
181828,3,12,54.2
181829,1,64,305.66
181830,4,58,335.3
181831,5,92,451.9
181832,6,66,542.8
181833,1,104,371.9
181834,3,40,261.4
181838,8,80,601.4
181839,3,12,79
181840,4,58,336
181841,5,83,498.5
181842,3,83,407.9
181845,2,91,238.9
181846,2,93,406.5
181847,2,92,265.7
181848,2,106,277.6
181850,0,5,30.5
181852,2,113,394.1
181853,5,67,228.1
181854,4,77,352.4
181855,3,113,407.1
181856,2,81,308.1
181857,2,82,371.3
181858,5,49,196.3
181859,6,18,94.2
181861,1,143,510.8
181863,1,127,437.25
181864,4,78,295.4
181865,3,121,310
181866,3,106,307.5
181867,2,94,403.6
181868,3,36,201
181869,2,98,343.1
181870,1,64,304.7
181871,2,158,374.3
181874,3,63,253.8
181876,1,158,423.6
181877,5,21,61.8
181878,4,35,66.3
181879,1,106,469
181880,4,79,426.2
181881,4,63,489.1
181883,1,164,347
181884,5,54,198.3
181886,3,55,260
181889,3,94,241.8
181890,4,100,438.5
181891,1,94,529.8
181892,1,108,419.1
181893,5,69,303
181895,3,141,364.9
181896,1,149,387.5
181898,13,40,302.5
181899,1,240,629
181900,1,117,451.5
181901,5,68,215.4
181902,2,68,131.8
181903,3,71,382.7
181904,0,1,1.2
181905,1,167,612
181906,4,144,407.56
181907,1,110,392.4
181908,4,78,352.1
181909,4,46,190.6
181910,4,26,106.3
181911,1,7,29.7
181912,2,122,288.8
181913,2,96,502.4
181914,4,43,197.2
181915,2,69,403.7
181916,3,46,187
181917,1,5,14.6
181918,4,65,188.8
181919,1,92,395.8
181921,3,112,452
181923,3,83,265.3
181925,2,141,382.6
181926,1,108,270
181927,2,136,355.4
181928,3,108,556.6
181929,2,118,285
181930,2,85,151.8
181931,4,41,219.1
181932,4,33,251.6
181933,13,33,219.3
181934,4,28,75.3
181935,2,147,488.8
181936,5,24,106
181937,18,54,124.4
181938,3,72,184.7
181939,0,1,3.1
181940,2,126,292.2
181941,3,130,322.7
181942,2,145,349.8
181943,2,129,398.2
181944,1,88,193.6
181945,2,153,360.5
181946,1,131,293.1
181947,2,178,730.1
181948,3,85,488.7
181949,3,72,396.5
181950,4,32,156.8
181951,2,131,378.7
181952,3,118,355.8
181953,3,80,267.2
181956,2,58,384
181959,0,1,5
181960,3,56,182.8
181961,3,100,254.3
181962,4,60,200
181973,6,62,299.1
181975,1,105,719
181977,4,33,176.2
181979,5,38,167.8
181980,3,57,569.1
181982,3,116,369.2
181983,0,15,103
181984,3,71,584.8
181987,21,26,162.4
181989,9,32,191.4
181990,2,93,395.16
181994,4,68,392.3
181995,4,53,299.9
181996,3,103,569.2
181998,6,10,50.9
181999,1,101,391.2
182000,4,49,255.6
182002,4,56,112.39
182003,15,41,117.4
182004,5,51,293.2
182007,0,2,125
182009,5,44,276.8
182010,3,57,293.5
182012,4,68,343.9
182013,2,139,590
182014,19,51,172.3
182016,4,62,334.01
182019,3,89,416.7
182021,1,13,95
182022,3,37,209.6
182023,2,91,588.5
182024,10,75,520.3
182025,4,37,235.9
182026,5,43,148.3
182028,4,75,639.1
182029,3,97,553.5
182030,4,53,338.4
182031,3,76,408.6
182033,3,55,382.8
182034,3,38,264.3
182035,5,42,374.9
182037,4,51,352.6
182038,1,93,724.4
182039,5,103,569.1
182040,4,147,423.2
182041,2,134,411
182042,4,101,540.5
182043,13,38,161.5
182044,8,51,335.3
182045,10,36,101
182046,3,75,208.1
182047,5,64,211.1
182048,3,53,295.3
182049,3,106,342.2
182050,4,47,188.2
182051,4,63,201.5
182055,4,66,200
182057,5,85,246.4
182058,4,97,340.8
182059,4,50,303.1
182062,2,29,100.5
182063,3,74,173.3
182064,4,35,231.2
182065,3,84,150
182066,9,41,235.3
182070,4,56,138.1
182072,2,55,331.5
182073,3,56,151.9
182075,9,23,119.59
182076,14,14,48.2
182078,3,65,194.3
182079,3,99,305.3
182082,4,61,205.9
182083,5,59,404.8
182084,6,24,130.9
182085,4,39,118.4
182087,0,1,2
182089,5,89,671.3
182091,3,55,248
182092,3,72,280.6
182093,4,76,231.5
182094,4,73,330.2
182095,3,74,341.6
182096,6,50,259.2
182097,4,78,200.6
182098,3,126,488
182099,4,83,641.3
182101,5,78,417.2
182102,3,40,277.7
182103,5,31,164.9
182104,6,42,296.3
182105,4,82,445.9
182106,4,56,284.9
182107,4,55,299.9
182108,3,62,376.3
182109,3,147,357
182110,3,64,412.9
182112,13,60,334.1
182114,2,102,424.7
182115,3,118,468
182117,1,98,540.4
182119,3,107,245.2
182120,2,117,404
182122,4,53,243.7
182124,2,161,438.3
182125,9,23,81.9
182126,7,37,178.4
182127,2,76,219.5
182128,4,10,68.5
182129,2,58,140
182130,2,143,389.8
182131,3,83,222.2
182132,3,80,373.6
182133,2,121,324.8
182134,3,76,343.7
182135,2,42,213.6
182136,2,113,397
182137,3,77,269.5
182138,3,141,393.5
182139,4,103,258.7
182141,5,28,200.5
182142,6,19,112.5
182143,3,63,340.9
182144,3,25,154.4
182145,3,9,78.7
182146,4,46,137.9
182147,7,34,153.2
182148,3,81,405.6
182150,3,36,150.6
182152,11,23,108
182154,8,29,195.9
182155,4,40,209.9
182156,3,130,462.5
182158,4,51,215.1
182159,4,43,268.4
182160,0,1,1
182161,3,4,11.1
182162,3,34,166.6
182163,4,26,192
182165,3,68,287.2
182166,3,24,149
182169,3,33,156.1
182170,3,64,331.2
182171,6,39,157.3
182172,4,74,338.4
182174,3,101,650.4
182175,4,47,241.7
182176,6,39,201.1
182177,5,72,492.1
182178,7,39,160.2
182180,4,96,358.2
182181,5,41,141.2
182182,4,45,259.3
182183,4,54,196.7
182185,3,51,195.3
182186,3,86,231.3
182188,1,107,221.2
182189,2,71,262.1
182191,4,67,292.61
182192,3,59,268.5
182194,4,67,238.8
182195,4,98,381.6
182196,1,116,461.7
182197,3,57,328.3
182198,3,73,373.9
182199,3,116,372.4
182200,2,107,387.2
182201,2,107,433.9
182202,1,111,393.5
182203,5,52,266.8
182204,3,54,166
182205,3,107,278
182206,2,98,382.9
182207,3,72,287.1
182208,2,95,262.3
182209,3,97,507.15
182210,2,129,462.9
182212,3,50,253.1
182213,3,151,304.3
182214,6,43,201.5
182215,2,86,386.3
182216,2,70,362.6
182219,3,69,232
182221,4,53,308.1
182222,3,64,398.6
182223,2,73,307.7
182224,20,14,69.2
182225,4,62,374.6
182226,4,53,211.4
182227,3,58,324.9
182231,6,48,227.3
182232,10,40,189.8
182234,10,58,355.6
182235,3,86,340.8
182236,2,74,341.8
182237,3,48,256.9
182238,2,131,616.3
182239,2,99,426
182240,3,51,260.4
182241,4,67,267.8
182243,4,44,136.6
182244,4,72,348.6
182245,9,10,49.3
182248,4,27,147.7
182249,7,49,240.8
182250,5,42,165.6
182252,1,76,431
182253,3,36,153.4
182254,4,36,179.1
182255,5,36,82.4
182256,4,30,176.9
182257,3,55,343
182258,3,55,289.9
182260,5,62,211.8
182261,3,46,278.7
182262,3,45,188.1
182263,5,38,273.3
182265,4,49,319.3
182266,8,25,128.4
182267,3,32,119.1
182268,3,32,126
182269,4,47,229.8
182270,1,132,352.8
182271,2,117,320.1
182272,4,57,250.96
182273,2,117,387.1
182274,2,169,408.7
182275,3,47,217
182276,3,75,241
182277,3,76,280
182278,2,102,414.1
182279,2,135,569.9
182280,3,29,208.1
182281,7,15,139.5
182282,3,42,200.4
182283,3,84,359.1
182284,3,48,265.4
182285,4,65,321.2
182288,3,70,176.2
182289,3,59,304.6
182290,3,70,383.2
182291,6,49,224.6
182292,4,38,150.6
182293,17,12,41.3
182294,3,86,246.7
182296,2,84,561.8
182297,3,65,213.5
182298,4,61,125.8
182299,4,64,302.2
182300,3,94,392.1
182301,3,91,363.3
182302,0,3,100.5
182303,2,113,287.7
182304,2,102,363.5
182305,7,25,70.4
182306,1,30,164.5
182307,19,39,123.6
182309,2,81,366.5
182311,3,60,286.3
182312,4,59,245.1
182313,23,3,13
182317,3,76,249.9
182318,22,16,40.4
182319,4,43,269.9
182320,3,92,292.1
182322,4,43,173.6
182323,3,117,392.8
182325,4,61,198.7
182327,2,107,370.7
182328,5,49,211.9
182329,1,120,426
182331,3,63,243.7
182332,3,105,313.8
182333,3,97,398.2
182334,3,81,224.6
182335,5,71,226.4
182336,3,67,371.2
182337,2,94,312.4
182338,3,105,264.7
182339,18,26,116.6
182340,2,91,327.7
182341,2,108,209.3
182345,2,125,317.4
182346,3,77,478.3
182347,4,58,403
182348,3,125,320
182349,3,84,216.1
182350,3,63,286.5
182351,4,88,186.9
182352,2,98,225.6
182354,4,69,548.1
182355,2,87,234.7
182356,3,115,291.4
182357,10,54,151.7
182358,2,48,259.4
182359,4,77,338.6
182360,5,97,297.8
182361,3,105,359.3
182362,0,5,21.5
182363,4,73,164.5
182364,2,66,350.2
182366,4,102,328
182367,3,60,229.3
182370,3,111,240.1
182371,2,108,403.5
182373,3,63,335.3
182375,6,101,369.9
182376,1,98,277.4
182377,2,118,353.2
182378,3,126,242.1
182379,1,138,419.7
182380,2,134,349.5
182382,4,72,188.7
182383,4,54,278.5
182384,3,56,189.7
182385,3,63,393.6
182387,1,102,307.7
182388,10,36,141.1
182390,3,103,339.8
182391,4,87,195.4
182392,2,165,421.6
182393,3,110,403.7
182394,3,84,495
182395,16,55,395.9
182396,5,105,307.8
182398,6,69,302.3
182399,4,80,294.7
182400,1,27,99.9
182401,19,21,99.3
182402,3,107,258.5
182403,3,109,287.4
182404,2,82,371
182405,3,27,91.5
182406,3,14,74.1
182408,3,109,367.4
182409,4,29,55.2
182411,3,81,342.2
182412,2,93,434.1
182413,3,69,219.8
182414,3,80,439.7
182415,2,129,313.4
182417,5,71,100.2
182418,6,59,210.3
182420,6,32,105.9
182421,10,28,100.2
182422,3,90,260.1
182423,1,78,422
182424,4,78,243.2
182426,2,53,277.7
182427,2,83,346.2
182428,4,41,195.5
182429,2,117,378.2
182430,5,23,349.7
182431,3,66,134.7
182432,2,114,459.4
182433,2,59,271.4
182434,3,68,225.8
182435,3,74,339.2
182436,2,74,314.7
182437,0,3,12.5
182438,5,46,137.1
182439,3,56,204.9
182441,3,68,130.5
182443,4,85,287.2
182444,3,55,185.6
182445,3,83,415.9
182447,4,124,365.4
182448,8,31,100.4
182449,8,16,74
182452,3,78,344.7
182453,3,75,265.8
182455,2,101,428.1
182456,2,158,534.7
182457,3,31,122.4
182458,2,72,283.7
182459,3,128,474.7
182460,3,73,249.4
182461,2,97,413.8
182462,3,65,433.4
182463,4,8,43.9
182464,3,77,443.5
182465,3,78,206.9
182467,3,56,260.1
182469,3,98,333.8
182470,4,53,166.1
182471,3,67,246.5
182472,5,77,168.1
182473,5,38,190.7
182474,2,123,485.4
182475,2,76,347.4
182476,4,51,228.1
182477,3,86,133.7
182478,3,109,317.3
182479,6,72,200.1
182480,5,26,131.3
182481,3,72,218.4
182482,3,64,300.9
182483,3,54,209.3
182484,4,30,218
182485,3,127,552.7
182486,4,49,112.4
182487,3,91,245.1
182490,5,27,67.1
182491,5,30,193.2
182492,1,100,472.2
182493,2,96,319.5
182494,2,37,155.9
182495,3,132,359.4
182496,8,41,152.5
182497,2,83,486.6
182498,2,109,293
182499,4,61,279.2
182500,2,141,368.3
182501,5,79,269.6
182503,6,25,75.7
182505,2,82,282.1
182506,3,61,205
182507,3,53,239.6
182508,2,98,440
182511,4,11,19.8
182513,2,80,232.6
182514,4,29,165.9
182517,2,66,310.4
182518,3,74,359.2
182519,4,46,232.8
182521,3,50,330.5
182522,5,74,233.4
182523,4,39,189
182524,2,80,211
182525,3,66,221
182526,2,122,506
182527,3,102,583.8
182532,2,108,733
182534,2,69,551.9
182535,10,55,302.1
182536,3,26,130.8
182538,17,3,11
182539,5,51,300.3
182542,4,77,264
182543,2,158,576.2
182545,3,74,382.7
182546,3,52,267.7
182547,3,71,396.4
182548,4,34,327.7
182550,3,16,76.7
182551,2,88,411.5
182552,3,49,229.4
182553,3,50,222.3
182555,2,93,282
182556,4,33,147.5
182557,3,86,361.9
182558,2,9,46
182559,3,46,209.8
182560,1,113,317.4
182561,5,32,209.3
182563,4,25,69.5
182564,3,79,281.9
182565,4,84,290.8
182569,4,77,341.9
182570,2,101,439.1
182571,4,25,146.7
182573,3,65,357.9
182576,2,30,161.6
182577,2,86,317.2
182578,1,98,541.7
182579,2,90,438.1
182580,3,112,303.9
182581,2,91,364.7
182583,3,94,505.3
182584,4,120,456.5
182585,6,3,20.2
182586,3,75,311
182587,3,75,282.5
182588,0,55,207.6
182589,5,25,104.7
182590,3,106,307.6
182591,3,71,404.5
182592,1,99,422.9
182593,3,72,338.7
182594,3,70,306.8
182595,3,73,310.3
182596,1,83,515.5
182597,3,92,648.8
182598,3,85,191.8
182599,3,32,241
182600,8,9,36.8
182601,3,103,661.4
182602,3,45,326
182603,1,105,510.9
182604,2,181,412.88
182605,2,114,274.6
182607,2,84,556
182609,2,88,457.5
182612,2,189,646.09
182613,3,87,290.1
182614,2,126,310.6
182615,3,150,416.1
182617,3,59,265.6
182618,4,65,357.1
182619,4,50,303.9
182620,4,79,413.6
182622,1,149,413
182623,2,99,378.4
182624,2,77,258.5
182626,4,70,166.7
182628,5,54,187.2
182629,4,48,278.7
182630,4,48,216
182631,5,53,325.4
182632,1,88,402.5
182635,9,71,273.6
182636,9,28,134.9
182637,6,54,172.8
182640,4,44,205.2
182642,3,63,333.7
182643,3,81,368.6
182644,4,37,96.8
182646,5,45,201.3
182647,5,79,198.4
182648,0,11,47.4
182649,3,57,227.3
182651,4,49,230.8
182652,2,91,371.2
182653,4,69,298.5
182655,5,76,260.4
182656,5,43,180.5
182657,6,47,150.9
182658,3,39,209.6
182659,3,70,315.8
182660,3,57,312.4
182661,4,50,237.5
182662,7,17,53.5
182663,5,39,160.3
182664,7,28,101.5
182665,3,70,305.6
182666,4,45,197.7
182667,3,37,122.8
182668,5,69,254.1
182671,4,34,129.9
182672,3,55,282.2
182673,3,62,300.6
182674,2,95,364.55
182675,3,61,440.7
182676,3,82,324.3
182677,3,85,455
182678,3,94,207
182679,3,60,316.4
182680,2,79,268.5
182682,3,104,481.6
182683,4,64,398.7
182684,3,74,256.4
182686,5,54,399.1
182687,3,77,411
182688,5,72,185.6
182689,3,55,273.6
182691,18,33,154.7
182693,4,38,207.3
182694,2,57,260.5
182695,1,196,736.4
182696,5,17,81.9
182697,3,120,429.4
182698,3,151,358.4
182699,5,37,158.7
182700,2,121,500.2
182701,3,96,396.3
182702,3,80,344.5
182703,3,69,344.9
182704,4,34,188.9
182705,2,131,593.5
182706,3,59,298.8
182707,3,88,383.4
182708,8,58,247.6
182709,2,65,142.3
182711,6,69,108.8
182712,2,71,249.8
182713,4,48,173.5
182714,1,115,396.6
182715,2,39,167
182716,4,102,328.3
182717,9,35,174.9
182718,2,111,414.3
182720,1,206,461.2
182721,1,6,171.6
182722,1,95,472.7
182725,5,15,130.8
182726,3,95,566.5
182727,1,92,538.3
182728,1,102,514.1
182729,1,87,496.3
182730,2,48,170.9
182731,3,124,354.1
182733,1,96,612.4
182735,11,66,261.1
182736,3,66,312.8
182737,3,54,297.4
182739,5,39,213
182740,4,93,300.2
182741,1,104,502.3
182742,5,95,473.2
182744,2,86,382.1
182745,8,57,245.1
182746,4,61,334.4
182747,3,97,383.1
182748,1,39,229
182749,2,80,388.6
182750,4,60,307.6
182751,1,77,251.3
182754,3,98,408.6
182756,4,62,395.7
182757,4,131,612.2
182758,4,75,488.5
182759,5,78,507.7
182760,3,69,418.3
182761,5,80,673
182764,3,63,385.1
182766,4,69,426.2
182767,4,24,119
182768,5,39,207.6
182769,4,48,327.7
182771,3,120,387.76
182772,20,12,97
182773,3,13,98.9
182775,4,50,292.7
182781,4,58,358.3
182782,3,72,364.3
182783,3,67,369.9
182785,20,16,91
182786,10,39,198.9
182788,3,83,496.7
182789,5,56,433.7
182790,3,56,156.6
182792,5,33,201
182793,4,81,388.46
182794,2,23,144.1
182796,9,50,296.4
182799,4,32,205.5
182800,12,55,153.7
182801,0,13,110.2
182802,4,42,320.5
182806,4,39,146.3
182807,2,137,290
182809,2,22,103
182810,2,98,216.3
182811,3,69,225.6
182813,2,79,131.4
182814,7,23,283.1
182815,21,16,100.1
182816,3,116,311.5
182817,3,71,256.4
182818,3,84,430.9
182819,3,96,229.6
182820,2,24,34
182821,3,95,222.3
182823,13,11,119.2
182824,2,55,368.69
182826,3,50,187.9
182829,4,53,316.5
182830,3,32,229
182831,4,48,424.3
182832,2,35,285.5
182833,2,95,496.5
182834,1,83,379.3
182836,5,37,77.8
182837,3,71,547
182839,3,182,507.3
182842,2,31,192.9
182843,2,86,358.7
182844,3,51,366.7
182845,10,30,162.4
182846,3,79,393.6
182847,3,52,343.9
182848,3,119,261.79
182849,3,109,532.3
182850,2,163,369.3
182851,1,87,572.7
182852,0,1,3
182855,3,172,425.9
182858,4,65,402
182860,16,42,178
182861,1,104,502
182863,2,64,344.1
182864,3,51,146.1
182865,1,185,542.1
182866,1,104,645.1
182867,1,64,259.4
182869,2,127,474.7
182870,2,97,377.6
182872,3,77,380.65
182873,3,59,283.2
182875,0,1,1.5
182877,2,65,395.3
182878,3,111,340.7
182879,21,27,101.7
182881,6,75,380.9
182882,4,48,111.9
182883,3,67,199.8
182884,5,91,232.3
182886,4,64,196.9
182887,2,64,192.8
182888,4,42,109.3
182890,1,65,152.5
182891,2,94,226.3
182892,3,117,279.4
182893,5,60,301
182894,2,98,242.6
182895,6,19,48.1
182896,3,41,243.7
182898,6,27,36.2
182899,9,25,157.5
182900,2,12,268.2
182901,13,22,138.7
182902,5,43,194.1
182903,3,71,508.1
182905,7,141,295.2
182906,3,39,60.1
182907,2,101,371.3
182910,4,83,372.5
182911,5,16,83.9
182912,4,19,164.5
182913,21,11,27.5
182915,5,78,364
182917,3,43,301.2
182918,4,102,448.1
182919,4,60,485.1
182921,3,111,371.5
182922,4,79,449.4
182923,4,49,240.7
182924,16,11,51.4
182925,3,106,453.7
182927,3,132,492.4
182929,1,9,56.7
182930,3,145,713
182931,2,161,482.1
182932,5,38,266.8
182933,6,27,131.2
182934,0,14,92.5
182935,4,128,357.2
182936,3,109,393
182938,13,38,91.3
182939,3,70,398.9
182941,3,76,454
182942,5,81,381.7
182944,3,90,309.7
182946,13,35,294.9
182947,9,52,209.6
182950,4,107,376.1
182951,7,21,170.6
182952,6,55,349.9
182953,3,61,326.8
182954,3,46,292.5
182956,4,132,444.3
182957,2,120,494.1
182958,4,135,531
182959,3,76,435
182961,6,60,289.3
182962,3,54,338.8
182963,4,120,406.2
182965,2,75,418.2
182966,13,10,53.5
182968,3,109,191.3
182971,3,76,201.4
182972,3,56,287.4
182973,6,14,83.5
182975,4,82,289.7
182976,4,149,669
182978,4,132,432.1
182980,4,71,367.7
182981,3,15,157.5
182983,4,96,310.1
182984,9,62,301.2
182985,5,19,127.8
182986,3,90,310.6
182987,3,91,281.2
182989,6,41,21
182990,3,111,509.9
182991,3,106,486
182992,2,80,423.3
182993,1,18,100.6
182995,9,40,223.8
182996,4,76,507.9
182998,3,60,289.1
182999,3,111,351.6
183000,3,59,315.9
183001,3,71,305.6
183002,5,21,140.2
183005,2,4,42
183009,4,83,313.1
183010,10,6,49.5
183012,3,72,528.8
183016,0,1,2
183017,6,21,92
183018,2,89,343.2
183019,3,37,234.8
183020,3,58,336.4
183022,1,101,499.3
183025,2,9,70.5
183027,2,32,177.6
183028,14,8,55.4
183030,6,39,179.2
183031,17,9,86
183034,6,62,235.5
183036,3,106,366.7
183039,4,44,301.2
183040,4,82,500.8
183041,3,59,221.2
183042,4,38,250.8
183043,3,57,336.8
183045,2,45,345.5
183046,4,51,270.3
183047,15,27,198.1
183048,21,12,106
183049,14,16,120.69
183050,4,60,349.7
183051,3,109,319.5
183052,3,74,202.7
183053,5,45,254.8
183054,2,72,383.8
183056,3,23,119.9
183057,3,102,474
183058,3,48,252.5
183059,9,63,308.8
183060,5,19,131.7
183061,5,43,273.5
183062,12,53,300.1
183063,2,81,449.6
183064,6,18,90.5
183065,4,74,432.5
183066,2,54,303.3
183067,4,31,193.9
183068,3,56,293.3
183069,3,6,39.5
183070,3,36,173.1
183071,1,54,303.8
183072,4,55,227.76
183073,10,49,255.4
183074,1,71,391.2
183076,4,69,470.5
183078,1,105,403.6
183079,6,43,243.2
183080,12,41,233.5
183081,7,40,228
183082,5,25,153.9
183083,2,95,312.5
183084,4,25,124.5
183086,10,13,51.2
183087,7,31,190.6
183088,2,65,544.3
183090,0,2,16
183091,4,41,286
183092,2,104,484.8
183093,2,121,474.1
183095,3,86,330.6
183096,1,56,262.1
183097,3,172,458.6
183099,4,47,161.4
183101,2,71,336.2
183102,10,35,231.7
183103,5,47,281.3
183104,3,71,404
183105,2,65,332.2
183106,1,96,508
183107,2,61,390.9
183108,11,21,138.7
183109,4,69,353
183110,4,66,270.2
183111,3,30,150.8
183112,12,26,118.1
183113,3,120,252
183115,5,47,238.7
183116,1,100,438.9
183117,7,10,80
183118,3,38,276.5
183119,6,25,192.3
183120,15,20,108.9
183121,2,73,264
183122,4,40,278.7
183123,1,72,428
183125,0,2,3.6
183126,6,18,79.8
183127,1,14,65.6
183128,3,64,350.7
183129,5,26,109.8
183131,2,37,116
183132,2,59,329.1
183133,4,65,209.8
183134,2,45,472.4
183136,2,46,315.2
183137,1,72,224.1
183138,2,59,242.1
183139,4,39,482.7
183141,3,57,425.6
183142,3,71,375.6
183144,8,36,199.3
183146,4,55,311.9
183147,10,33,219.8
183151,3,63,277.2
183153,4,58,270
183155,11,29,200.1
183157,13,35,142.6
183162,3,48,258.5
183164,1,155,594.3
183165,4,22,100
183166,2,98,392.9
183168,11,12,39
183169,1,122,527.01
183170,3,75,376.7
183171,3,78,419.3
183172,0,2,303
183173,2,92,408.8
183175,3,98,354.3
183176,15,24,142
183178,3,108,391.5
183181,4,73,336.8
183182,4,74,306.8
183183,2,38,158
183185,4,43,286.5
183186,4,98,555.8
183187,3,94,429.5
183188,3,71,305.7
183189,3,49,282.9
183191,8,12,84.4
183192,4,54,304.6
183193,3,90,324.2
183196,2,70,498.3
183197,3,56,266.8
183198,2,16,100.6
183199,5,67,200
183200,1,73,347.8
183201,11,42,148.3
183202,3,77,354.3
183203,3,31,198.4
